firm_name_fda,normalized_name,source,n_records,match_status,n_gvkey_candidates,gvkey,company_name_compustat,sic,costat,cik,cross_entity_family
Richard-Allan Scientific Company,RICHARD ALLAN SCIENTIFIC,part806_recall,15,unmatched,,,,,,,
"SPS Sterilization, Inc",SPS STERILIZATION,part806_recall,15,unmatched,,,,,,,
"COVIDIEN LP/LLC, DELAND",COVIDIEN DELAND,part803_maude,15,unmatched,,,,,,,
Shippert Medical Technologies,SHIPPERT MEDICAL TECHNOLOGIES,part806_recall,15,unmatched,,,,,,,
ST. JUDE MEDICAL CARDIAC RHYTHM,ST JUDE MEDICAL CARDIAC RHYTHM,part803_maude,15,unmatched,,,,,,,
Waldemar Link GmbH & Co. KG (Mfg Site) Ost Str. 4-10 Norderstedt Germany,WALDEMAR LINK AND KG MFG SITE OST STR 4 10 NORDERSTEDT GERMANY,part806_recall,15,unmatched,,,,,,,
B BRAUN MEDICAL INC,B BRAUN MEDICAL,part806_recall,15,unmatched,,,,,,,
"RESPIRONICS NOVAMETRIX, INC.",RESPIRONICS NOVAMETRIX,part803_maude,15,unmatched,,,,,,,
"RESPIRONICS NOVAMETRIX, LLC",RESPIRONICS NOVAMETRIX,part803_maude,15,unmatched,,,,,,,
Vortex Surgical Inc.,VORTEX SURGICAL,part806_recall,15,unmatched,,,,,,,
COVIDIEN NORTH HAVEN -MFG,COVIDIEN NORTH HAVEN MFG,part803_maude,15,unmatched,,,,,,,
SIEMENS ELEMA AB / LIFE SUPPORT SYSTEMS DIVISION,SIEMENS ELEMA LIFE SUPPORT SYSTEMS DIVISION,part803_maude,15,unmatched,,,,,,,
"BD Biosciences, Systems & Reagents",BD BIOSCIENCES SYSTEMS AND REAGENTS,part806_recall,15,unmatched,,,,,,,
"DEPUY ORTHOPAEDICS, INC. 181891",DEPUY ORTHOPAEDICS 181891,part803_maude,15,unmatched,,,,,,,
Coltene Whaledent Inc,COLTENE WHALEDENT,part806_recall,14,unmatched,,,,,,,
Full Vision Inc,FULL VISION,part806_recall,14,unmatched,,,,,,,
Carefusion 211 Inc dba Carefusion,CAREFUSION 211 CAREFUSION,part806_recall,14,unmatched,,,,,,,
"Cardinal Health, Medical Products & Services
 1430  Waukegan Road
 Attn V. Mueller Qa
 Park City IL 60085",CARDINAL HEALTH MEDICAL PRODUCTS AND SERVICES 1430 WAUKEGAN ROAD ATTN V MUELLER QA PARK CITY IL 60085,part806_recall,14,unmatched,,,,,,,
Becton Dickinson Infusion Therapy,BECTON DICKINSON INFUSION THERAPY,part806_recall,14,unmatched,,,,,,,
Becton Dickinson & Co. 7 Loveton Cir BD Diagnostic Systems,BECTON DICKINSON AND 7 LOVETON CIR BD DIAGNOSTIC SYSTEMS,part806_recall,14,unmatched,,,,,,,
"Abbott Diagnostic International, Ltd. 30 Bo Cruce Davila",ABBOTT DIAGNOSTIC 30 BO CRUCE DAVILA,part806_recall,14,unmatched,,,,,,,
Diamedix Corporation,DIAMEDIX,part806_recall,14,unmatched,,,,,,,
"Abbott Health Products, Inc.",ABBOTT HEALTH PRODUCTS,part806_recall,14,unmatched,,,,,,,
"Arrow International, Inc., Division of Teleflex Medical Inc.",ARROW DIVISION OF TELEFLEX MEDICAL,part806_recall,14,unmatched,,,,,,,
American Contract Systems Jackson Pointe Commerce,AMERICAN CONTRACT SYSTEMS JACKSON POINTE COMMERCE,part806_recall,14,unmatched,,,,,,,
Beaver-Visitec International Inc.,BEAVER VISITEC,part806_recall,14,unmatched,,,,,,,
"STRYKER OSTEOSYNTHESIS KIEL, KIEL OPERATIONS",STRYKER OSTEOSYNTHESIS KIEL KIEL OPERATIONS,part803_maude,14,unmatched,,,,,,,
STRYKER INSTRUMENT PUERTO RICO,STRYKER INSTRUMENT PUERTO RICO,part803_maude,14,unmatched,,,,,,,
"STRYKER CORP., DBA, GAYMAR",STRYKER GAYMAR,part803_maude,14,unmatched,,,,,,,
MEDTRONIC NEURO,MEDTRONIC NEURO,part803_maude,14,unmatched,,,,,,,
STRYKER ORTHOPAEDICS/HOWMEDICA OSTEONICS CORP,STRYKER ORTHOPAEDICS HOWMEDICA OSTEONICS,part803_maude,14,unmatched,,,,,,,
MEDTRONIC OF CANADA,MEDTRONIC OF CANADA,part803_maude,14,unmatched,,,,,,,
SIEMENS HEALTHINEERS / SIEMENS HEALTHCARE DIAGNOSTICS INC.,SIEMENS HEALTHINEERS SIEMENS HEALTHCARE DIAGNOSTICS,part803_maude,14,unmatched,,,,,,,
"STRYKER ORTHOPAEDICS LIMERICK, STRYKER ORTHOPAEDICS",STRYKER ORTHOPAEDICS LIMERICK STRYKER ORTHOPAEDICS,part803_maude,14,unmatched,,,,,,,
STRYKER ORTHOPAEDICS KIEL,STRYKER ORTHOPAEDICS KIEL,part803_maude,14,unmatched,,,,,,,
STRYKER ORTHOPAEDICS CORK STRYKER ORTHOPAEDICS,STRYKER ORTHOPAEDICS CORK STRYKER ORTHOPAEDICS,part803_maude,14,unmatched,,,,,,,
STRYKER ORTHOPAEDIC MAHWAH,STRYKER ORTHOPAEDIC MAHWAH,part803_maude,14,unmatched,,,,,,,
"Spacelabs Healthcare, Incorporated",SPACELABS HEALTHCARE,part806_recall,14,unmatched,,,,,,,
MEDTRONIC PUERTO RICO OPERATIONS MEDREL,MEDTRONIC PUERTO RICO OPERATIONS MEDREL,part803_maude,14,unmatched,,,,,,,
ABBOTT LABORATORIES / THORATEC CORP.,ABBOTT LABORATORIES THORATEC,part803_maude,14,unmatched,,,,,,,
MEDTRONIC SOFAMOR DANEK USA INC,MEDTRONIC SOFAMOR DANEK,part803_maude,14,unmatched,,,,,,,
STRYKER CORPORATION/MEDICAL DIVISION,STRYKER MEDICAL DIVISION,part803_maude,14,unmatched,,,,,,,
"Sun Med, LLC",SUN MED,part806_recall,14,unmatched,,,,,,,
COVIDIEN SURGICAL DEVICES,COVIDIEN SURGICAL DEVICES,part803_maude,14,unmatched,,,,,,,
STERIS CORPORATION-MONTGOMERY,STERIS MONTGOMERY,part803_maude,14,unmatched,,,,,,,
ST.JUDE MEDICAL - NEUROMODULATION,ST JUDE MEDICAL NEUROMODULATION,part803_maude,14,unmatched,,,,,,,
MENTOR H/S INC,MENTOR H S,part803_maude,14,unmatched,,,,,,,
"DEPUY ORTHOPAEDICS, INC., DEPUY RAYNHAM",DEPUY ORTHOPAEDICS DEPUY RAYNHAM,part803_maude,14,unmatched,,,,,,,
SMITH AND NEPHEW MEDICAL LTD.,SMITH AND NEPHEW MEDICAL,part803_maude,14,unmatched,,,,,,,
"BARD / C. R. BARD, INC.",BARD C R BARD,part803_maude,14,unmatched,,,,,,,
"SMITH & NEPHEW, INC. - ENDOSCOPY DIV.",SMITH AND NEPHEW ENDOSCOPY DIV,part803_maude,14,unmatched,,,,,,,
"HOSPIRA WORLDWIDE, INC.",HOSPIRA WORLDWIDE,part803_maude,14,unmatched,,,,,,,
EDWARDS LIFESCIENCES RESEARCH MEDICAL,EDWARDS LIFESCIENCES RESEARCH MEDICAL,part803_maude,14,unmatched,,,,,,,
EDWARDS LIFESCIENCES TECHNOLOGY SARL,EDWARDS LIFESCIENCES TECHNOLOGY SARL,part803_maude,14,unmatched,,,,,,,
"PHILIPS/RESPIRONICS, INC",PHILIPS RESPIRONICS,part803_maude,14,unmatched,,,,,,,
SMITH & NEPHEW MEDICAL LIMITED,SMITH AND NEPHEW MEDICAL,part803_maude,14,unmatched,,,,,,,
BOSTON SCIENTIFIC CORP./BOSTON SCIENTIFIC,BOSTON SCIENTIFIC BOSTON SCIENTIFIC,part803_maude,14,unmatched,,,,,,,
"COVIDIEN, FORMELRY US",COVIDIEN FORMELRY,part803_maude,14,unmatched,,,,,,,
"FUJIFILM MEDICAL SYSTEMS U.S.A., INC.",FUJIFILM MEDICAL SYSTEMS U S A,part803_maude,14,unmatched,,,,,,,
Penner Mfg Inc,PENNER MFG,part806_recall,14,unmatched,,,,,,,
COVIDIEN LP (VALLEY LAB),COVIDIEN VALLEY LAB,part803_maude,14,unmatched,,,,,,,
ABIOMED EUROPE,ABIOMED EUROPE,part803_maude,14,unmatched,,,,,,,
JOHNSON & JOHNSON PROFESSIONAL,JOHNSON AND JOHNSON PROFESSIONAL,part803_maude,14,unmatched,,,,,,,
"MEDLINE INDUSTRIES, LP - MEXICALI (MXC)",MEDLINE INDUSTRIES MEXICALI MXC,part803_maude,14,unmatched,,,,,,,
"Medex Cardio-Pulmonary Inc., d.b.a. Smiths Medical Company",MEDEX CARDIO PULMONARY D B A SMITHS MEDICAL,part806_recall,14,unmatched,,,,,,,
"LUMINEX MOLECULAR DIAGNOSTICS, INC.",LUMINEX MOLECULAR DIAGNOSTICS,part803_maude,14,unmatched,,,,,,,
COVIDIEN - FORMERLY TYCO HEALTHCARE,COVIDIEN FORMERLY TYCO HEALTHCARE,part803_maude,14,unmatched,,,,,,,
Med Tec Inc,MED TEC,part806_recall,14,unmatched,,,,,,,
MICROVENTION INC.,MICROVENTION,part806_recall,14,unmatched,,,,,,,
MEDTRONIC (IRVINE),MEDTRONIC IRVINE,part803_maude,14,unmatched,,,,,,,
Orthohelix Surgical Designs Inc,ORTHOHELIX SURGICAL DESIGNS,part806_recall,14,unmatched,,,,,,,
"MicroAire Surgical Instruments, LLC",MICROAIRE SURGICAL INSTRUMENTS,part806_recall,14,unmatched,,,,,,,
Philips Ultrasound Inc,PHILIPS ULTRASOUND,part806_recall,14,unmatched,,,,,,,
"Micro Therapeutics Inc, Dba Ev3 Neurovascular",MICRO THERAPEUTICS EV3 NEUROVASCULAR,part806_recall,14,unmatched,,,,,,,
"COVIDIEN LP, (US SURGICAL)",COVIDIEN SURGICAL,part803_maude,14,unmatched,,,,,,,
MEDTRONIC HEART VALVE,MEDTRONIC HEART VALVE,part803_maude,14,unmatched,,,,,,,
COVIDIEN PLYMOUTH,COVIDIEN PLYMOUTH,part803_maude,14,unmatched,,,,,,,
Siemens Healthcare Diagnostics Inc.,SIEMENS HEALTHCARE DIAGNOSTICS,part806_recall,14,unmatched,,,,,,,
International Technidyne Corp.,TECHNIDYNE,part806_recall,14,unmatched,,,,,,,
"STRYKER/PHYSIO-CONTROL, INC.",STRYKER PHYSIO CONTROL,part803_maude,14,unmatched,,,,,,,
"MEDTRONIC INC., NEUROLOGICAL DIV.",MEDTRONIC NEUROLOGICAL DIV,part803_maude,14,unmatched,,,,,,,
"MEDTRONIC AVE, INC.-PERIPHERAL DIVISION",MEDTRONIC AVE PERIPHERAL DIVISION,part803_maude,14,unmatched,,,,,,,
KIMBERLY-CLARK CORPORATION - COLD SPRINGS,KIMBERLY CLARK COLD SPRINGS,part803_maude,14,unmatched,,,,,,,
"NESTLE HEALTHCARE NUTRITION, INC.",NESTLE HEALTHCARE NUTRITION,part803_maude,13,unmatched,,,,,,,
Alpha Omega Services Inc,ALPHA OMEGA SERVICES,part806_recall,13,unmatched,,,,,,,
"ICU MEDICAL DE MEXICO, S. DE R.L. DE C.V",ICU MEDICAL DE MEXICO S DE R L DE C V,part803_maude,13,unmatched,,,,,,,
BD Diagnostic Systems,BD DIAGNOSTIC SYSTEMS,part806_recall,13,unmatched,,,,,,,
"PFIZER, INC. (IVD)",PFIZER IVD,part803_maude,13,unmatched,,,,,,,
GLOBAL ORTHOPEDIC TECHNOLOGY (CORIN),GLOBAL ORTHOPEDIC TECHNOLOGY CORIN,part803_maude,13,unmatched,,,,,,,
"RESPIRONICS NEW JERSEY, INC.",RESPIRONICS NEW JERSEY,part803_maude,13,unmatched,,,,,,,
LIVANOVA DEUTCHSLAND,LIVANOVA DEUTCHSLAND,part803_maude,13,unmatched,,,,,,,
"Augustine Temperature Management, LLC",AUGUSTINE TEMPERATURE MANAGEMENT,part806_recall,13,unmatched,,,,,,,
"PROFESSIONAL MEDICAL PRODUCTS, INC.",PROFESSIONAL MEDICAL PRODUCTS,part803_maude,13,unmatched,,,,,,,
"BOSTON SCIENTIFIC SCIMED, INC",BOSTON SCIENTIFIC SCIMED,part803_maude,13,unmatched,,,,,,,
"MEDTRONIC, IRELAND",MEDTRONIC IRELAND,part803_maude,13,unmatched,,,,,,,
Alden Optical,ALDEN OPTICAL,part806_recall,13,unmatched,,,,,,,
Access Scientific LLC,ACCESS SCIENTIFIC,part806_recall,13,unmatched,,,,,,,
Abbott Laboratories Diagnostic Div,ABBOTT LABORATORIES DIAGNOSTIC DIV,part806_recall,13,unmatched,,,,,,,
MEDTRONIC NEUROLOGIC TECHNOLOGIES,MEDTRONIC NEUROLOGIC TECHNOLOGIES,part803_maude,13,unmatched,,,,,,,
Abbott Laboratories MPG,ABBOTT LABORATORIES MPG,part806_recall,13,unmatched,,,,,,,
Abbott Laboratories Medisense Products,ABBOTT LABORATORIES MEDISENSE PRODUCTS,part806_recall,13,unmatched,,,,,,,
JOHNSON & JOHNSON HEALTHCARE PRODUCTS,JOHNSON AND JOHNSON HEALTHCARE PRODUCTS,part803_maude,13,unmatched,,,,,,,
MEDTRONIC INC. CARDIAC RHYTHM DISEASE MANAGEMENT,MEDTRONIC CARDIAC RHYTHM DISEASE MANAGEMENT,part803_maude,13,unmatched,,,,,,,
"JOHNSON & JOHNSON MEDICAL, INC",JOHNSON AND JOHNSON MEDICAL,part803_maude,13,unmatched,,,,,,,
BOSTON SCIENTIFIC/MICROVASIVE,BOSTON SCIENTIFIC MICROVASIVE,part803_maude,13,unmatched,,,,,,,
MENTOR CORPORATION-MINNESOTA DIVISI,MENTOR MINNESOTA DIVISI,part803_maude,13,unmatched,,,,,,,
ABBOTT LABORATORIES/THORATEC CORP.,ABBOTT LABORATORIES THORATEC,part803_maude,13,unmatched,,,,,,,
INVACARE CORP. MANUFACTURING FACILITY,INVACARE MANUFACTURING FACILITY,part803_maude,13,unmatched,,,,,,,
"Advanced Bionics, LLC",ADVANCED BIONICS,part806_recall,13,unmatched,,,,,,,
"MEDTRONIC MINIMED, INC.",MEDTRONIC MINIMED,part803_maude,13,unmatched,,,,,,,
"JOHNSON & JOHNSON MEDICAL, MFG. SDN. BHD",JOHNSON AND JOHNSON MEDICAL MFG SDN BHD,part803_maude,13,unmatched,,,,,,,
MENTOR CORP-MINNESOTA DIVISI,MENTOR MINNESOTA DIVISI,part803_maude,13,unmatched,,,,,,,
MENTOR CORPORATION - MINNESOTA DIVISON,MENTOR MINNESOTA DIVISON,part803_maude,13,unmatched,,,,,,,
MEDTRONIC ORTHOPEDIC INC.,MEDTRONIC ORTHOPEDIC,part803_maude,13,unmatched,,,,,,,
Gulden Ophthalmics,GULDEN OPHTHALMICS,part806_recall,13,unmatched,,,,,,,
"SIEMENS MEDICAL SOLUTIONS DIAGNOSTICS, INC.",SIEMENS MEDICAL SOLUTIONS DIAGNOSTICS,part803_maude,13,unmatched,,,,,,,
Roche Molecular Systems Inc,ROCHE MOLECULAR SYSTEMS,part806_recall,13,unmatched,,,,,,,
Dakocytomation California Inc,DAKOCYTOMATION CALIFORNIA,part806_recall,13,unmatched,,,,,,,
STRYKER ORTHOPAEDICS MAHWAY,STRYKER ORTHOPAEDICS MAHWAY,part803_maude,13,unmatched,,,,,,,
STRYKER ORTHPAEDICS MAHWAH,STRYKER ORTHPAEDICS MAHWAH,part803_maude,13,unmatched,,,,,,,
CARDINAL HEALTH MEDICAL PRODUCTS & SERVICES,CARDINAL HEALTH MEDICAL PRODUCTS AND SERVICES,part803_maude,13,unmatched,,,,,,,
"COVIDIEN, FORMERLY NELL",COVIDIEN FORMERLY NELL,part803_maude,13,unmatched,,,,,,,
Smiths Medical Asd Inc,SMITHS MEDICAL ASD,part806_recall,13,unmatched,,,,,,,
"Draegar Medical Systems, Inc.",DRAEGAR MEDICAL SYSTEMS,part806_recall,13,unmatched,,,,,,,
"STRYKER SUSTAINABILITY SOLUTIONS, INC",STRYKER SUSTAINABILITY SOLUTIONS,part803_maude,13,unmatched,,,,,,,
Siemens Medical Solutions USA Inc,SIEMENS MEDICAL SOLUTIONS,part806_recall,13,unmatched,,,,,,,
"VARIAN MEDICAL SYSTEMS, FINLAND OY",VARIAN MEDICAL SYSTEMS FINLAND,part803_maude,13,unmatched,,,,,,,
Roche Insulin Delivery Systems Inc.,ROCHE INSULIN DELIVERY SYSTEMS,part806_recall,13,unmatched,,,,,,,
"SIEMENS MEDICAL SOLUTIONS DIAGNOSTICS, LTD",SIEMENS MEDICAL SOLUTIONS DIAGNOSTICS,part803_maude,13,unmatched,,,,,,,
BIOMET U.K. LTD.,BIOMET U K,part803_maude,13,unmatched,,,,,,,
Orthofix U.S. LLC,ORTHOFIX U S,part806_recall,13,unmatched,,,,,,,
COVIDIEN / FORMERLY TYCO HE,COVIDIEN FORMERLY TYCO HE,part803_maude,13,unmatched,,,,,,,
COVIDIEN - FORMERLY TYCO,COVIDIEN FORMERLY TYCO,part803_maude,13,unmatched,,,,,,,
Ohmeda Medical,OHMEDA MEDICAL,part806_recall,13,unmatched,,,,,,,
NeuroLogica Corporation,NEUROLOGICA,part806_recall,13,unmatched,,,,,,,
"Mentor Texas, Inc",MENTOR TEXAS,part806_recall,13,unmatched,,,,,,,
Medela Inc,MEDELA,part806_recall,13,unmatched,,,,,,,
CORDIS CORPORTATION,CORDIS CORPORTATION,part803_maude,13,unmatched,,,,,,,
CORDIS CORP (WARREN),CORDIS WARREN,part803_maude,13,unmatched,,,,,,,
"Cytocell Ltd. 418 Cambridge Science Park, Milton Road Oxford Gene Technology Cambridge United Kingdom",CYTOCELL 418 CAMBRIDGE SCIENCE PARK MILTON ROAD OXFORD GENE TECHNOLOGY CAMBRIDGE UNITED KINGDOM,part806_recall,13,unmatched,,,,,,,
Cypress Medical Products LLC,CYPRESS MEDICAL PRODUCTS,part806_recall,13,unmatched,,,,,,,
STRYKER ORTHOAPEDICS MAHWAH,STRYKER ORTHOAPEDICS MAHWAH,part803_maude,13,unmatched,,,,,,,
STRYKER INSTRUMETNS KALAMAZOO,STRYKER INSTRUMETNS KALAMAZOO,part803_maude,13,unmatched,,,,,,,
"FRESENIUS MEDICAL CARE, REYNOSA MANUFACTURING",FRESENIUS MEDICAL CARE REYNOSA MANUFACTURING,part803_maude,13,unmatched,,,,,,,
"Unimed Surgical Products, Inc.",UNIMED SURGICAL PRODUCTS,part806_recall,13,unmatched,,,,,,,
FRESENIUS HEMOCARE GMBH,FRESENIUS HEMOCARE,part803_maude,13,unmatched,,,,,,,
Ultracell Medical Technologies,ULTRACELL MEDICAL TECHNOLOGIES,part806_recall,13,unmatched,,,,,,,
"Biomet Spine, LLC",BIOMET SPINE,part806_recall,13,unmatched,,,,,,,
"SMITH & NEPHEW ORTHOPAEDICS, LTD",SMITH AND NEPHEW ORTHOPAEDICS,part803_maude,13,unmatched,,,,,,,
"C.R. Bard, Inc., Urological Division",C R BARD UROLOGICAL DIVISION,part806_recall,13,unmatched,,,,,,,
"Trilliant Surgical, LLC",TRILLIANT SURGICAL,part806_recall,13,unmatched,,,,,,,
"DEPUY ORTHOPAEDICS, INC., RAYNHAM DIVISION",DEPUY ORTHOPAEDICS RAYNHAM DIVISION,part803_maude,13,unmatched,,,,,,,
Gyrus ACMI Corporation,GYRUS ACMI,part806_recall,13,unmatched,,,,,,,
BOSTON SCIENTIFIC CORP./MICROVASIVE UROLOGY,BOSTON SCIENTIFIC MICROVASIVE UROLOGY,part803_maude,13,unmatched,,,,,,,
DATASCOPE CORP/COLLAGEN PRODUCTS DIV.,DATASCOPE COLLAGEN PRODUCTS DIV,part803_maude,13,unmatched,,,,,,,
"Sysmex America, Inc.",SYSMEX AMERICA,part806_recall,13,unmatched,,,,,,,
Synthes Spine,SYNTHES SPINE,part806_recall,13,unmatched,,,,,,,
STRYKER / HOWMEDICA OSTEONICS CORP.,STRYKER HOWMEDICA OSTEONICS,part803_maude,13,unmatched,,,,,,,
"Surge Medical Solutions, LLC",SURGE MEDICAL SOLUTIONS,part806_recall,13,unmatched,,,,,,,
Superstat Corp,SUPERSTAT,part806_recall,13,unmatched,,,,,,,
STRYKER CORPORATION MEDICAL DIVISION,STRYKER MEDICAL DIVISION,part803_maude,13,unmatched,,,,,,,
BOSTON SCIENTIFIC CORPORATE HEADQUARTERS,BOSTON SCIENTIFIC CORPORATE HEADQUARTERS,part803_maude,13,unmatched,,,,,,,
Stelkast Co,STELKAST,part806_recall,13,unmatched,,,,,,,
SMITH AND NEPHEW ENDOSCOPY,SMITH AND NEPHEW ENDOSCOPY,part803_maude,13,unmatched,,,,,,,
BOSTON SCIENTIFIC CORP./NEUROVASCULAR DIVISION,BOSTON SCIENTIFIC NEUROVASCULAR DIVISION,part803_maude,12,unmatched,,,,,,,
"JOHNSON AND JOHNSON MEDICAL SDN, BHD",JOHNSON AND JOHNSON MEDICAL SDN BHD,part803_maude,12,unmatched,,,,,,,
BTL INDUSTRIES JSC,BTL INDUSTRIES JSC,part803_maude,12,unmatched,,,,,,,
MEDTRONIC/ COVIDIEN,MEDTRONIC COVIDIEN,part803_maude,12,unmatched,,,,,,,
"RESPIRONICS NOVAMETRIX, LLC.",RESPIRONICS NOVAMETRIX,part803_maude,12,unmatched,,,,,,,
"HOSPIRA GLOBAL MEDICAL AFFAIRS, DIRECTOR GLOBAL COMPLAINT MANAGER",HOSPIRA GLOBAL MEDICAL AFFAIRS DIRECTOR GLOBAL COMPLAINT MANAGER,part803_maude,12,unmatched,,,,,,,
"ICU MEDICAL ASD, INC",ICU MEDICAL ASD,part803_maude,12,unmatched,,,,,,,
"ICU MEDICAL COSTA RICA, LTD.",ICU MEDICAL COSTA RICA,part803_maude,12,unmatched,,,,,,,
"ICU MEDICAL DE MEXICO, S.A. DE C.V.",ICU MEDICAL DE MEXICO S A DE C V,part803_maude,12,unmatched,,,,,,,
MENTOR CORPORATION-MINNESOTA DIV,MENTOR MINNESOTA DIV,part803_maude,12,unmatched,,,,,,,
MENTOR CORPORATION MINNESOTA DIVISION,MENTOR MINNESOTA DIVISION,part803_maude,12,unmatched,,,,,,,
MENTOR CORPORAITON - MINNESOTA DIVISI,MENTOR CORPORAITON MINNESOTA DIVISI,part803_maude,12,unmatched,,,,,,,
INTEGRA LIFESCIENCES SERVICES SAS,INTEGRA LIFESCIENCES SERVICES SAS,part803_maude,12,unmatched,,,,,,,
MEDTRONIC/DLP,MEDTRONIC DLP,part803_maude,12,unmatched,,,,,,,
"MEDTRONIC, INC. CARDIOPULMONARY DIV.",MEDTRONIC CARDIOPULMONARY DIV,part803_maude,12,unmatched,,,,,,,
CARDINAL HEALTH 203 / PULMONETIC SYSTEMS,CARDINAL HEALTH 203 PULMONETIC SYSTEMS,part803_maude,12,unmatched,,,,,,,
MEDTRONIC XOMED INSTRUMENTATION,MEDTRONIC XOMED INSTRUMENTATION,part803_maude,12,unmatched,,,,,,,
MEDTRONIC VASCULAR GALWAY,MEDTRONIC VASCULAR GALWAY,part803_maude,12,unmatched,,,,,,,
INVACARE CORP.- MANUFACTURING FACILITY,INVACARE MANUFACTURING FACILITY,part803_maude,12,unmatched,,,,,,,
MEDTRONIC PUEROT RICO OPERATIONS CO.,MEDTRONIC PUEROT RICO OPERATIONS,part803_maude,12,unmatched,,,,,,,
JOHNSON & JOHNSON CHIRON-IOLAB,JOHNSON AND JOHNSON CHIRON IOLAB,part803_maude,12,unmatched,,,,,,,
"JOHNSON & JOHNSON CONSUMER, INC.",JOHNSON AND JOHNSON CONSUMER,part803_maude,12,unmatched,,,,,,,
JOHNSON & JOHNSON ETHICON,JOHNSON AND JOHNSON ETHICON,part803_maude,12,unmatched,,,,,,,
JOHNSON & JOHNSON MEDICAL BRAZIL (JJMB),JOHNSON AND JOHNSON MEDICAL BRAZIL JJMB,part803_maude,12,unmatched,,,,,,,
"JOHNSON & JOHNSON MEDICAL, DIV. OF ETHICON INC.",JOHNSON AND JOHNSON MEDICAL DIV OF ETHICON,part803_maude,12,unmatched,,,,,,,
MEDTRONIC (CHANGZHOU) MEDICAL DEVICES TE,MEDTRONIC CHANGZHOU MEDICAL DEVICES TE,part803_maude,12,unmatched,,,,,,,
HILL-ROM DE MEXICO,HILL ROM DE MEXICO,part803_maude,12,unmatched,,,,,,,
FRESENIUS MEDICAL NORTH AMERICA,FRESENIUS MEDICAL NORTH AMERICA,part803_maude,12,unmatched,,,,,,,
SIEMENS SHANGHAI MEDICAL EQUIPMENT LTD.,SIEMENS SHANGHAI MEDICAL EQUIPMENT,part803_maude,12,unmatched,,,,,,,
"SMITH & NEPHEW INC., WOUND MANAGEMENT",SMITH AND NEPHEW WOUND MANAGEMENT,part803_maude,12,unmatched,,,,,,,
CORDIS LLC.(PR),CORDIS PR,part803_maude,12,unmatched,,,,,,,
"CORDIS, A JOHNSON AND JOHNSON CO.",CORDIS A JOHNSON AND JOHNSON,part803_maude,12,unmatched,,,,,,,
"CORDIS, A JOHNSON AND JOHNSON COMPANY",CORDIS A JOHNSON AND JOHNSON,part803_maude,12,unmatched,,,,,,,
COVIDIEN / CARDINAL HEALTH,COVIDIEN CARDINAL HEALTH,part803_maude,12,unmatched,,,,,,,
"COVIDIEN / MEDTRONIC, INC.",COVIDIEN MEDTRONIC,part803_maude,12,unmatched,,,,,,,
COVIDIEN LLC. (SHANGHAI),COVIDIEN SHANGHAI,part803_maude,12,unmatched,,,,,,,
ZYNEX MEDICAL,ZYNEX MEDICAL,part803_maude,12,unmatched,,,,,,,
"COVIDIEN LP/LLC, NORFOLK",COVIDIEN NORFOLK,part803_maude,12,unmatched,,,,,,,
SUNRISE MEDICAL CONTINUING CARE GROUP INC.,SUNRISE MEDICAL CONTINUING CARE,part803_maude,12,unmatched,,,,,,,
SUNRISE MACHINE AND TOOL,SUNRISE MACHINE AND TOOL,part803_maude,12,unmatched,,,,,,,
COVIDIEN PURITAN-BENNETT,COVIDIEN PURITAN BENNETT,part803_maude,12,unmatched,,,,,,,
STRYKER TRAUMA AG,STRYKER TRAUMA,part803_maude,12,unmatched,,,,,,,
STRYKER OSTEOSYNTHESIS KEIL,STRYKER OSTEOSYNTHESIS KEIL,part803_maude,12,unmatched,,,,,,,
"COVIDIEN, FORMERLY REGISTERED AS UNITED STATES",COVIDIEN FORMERLY REGISTERED UNITED STATES,part803_maude,12,unmatched,,,,,,,
STRYKER HOWMEDICA,STRYKER HOWMEDICA,part803_maude,12,unmatched,,,,,,,
"COVIDIEN, FORMERLY US SURG",COVIDIEN FORMERLY SURG,part803_maude,12,unmatched,,,,,,,
STERIS SAS,STERIS SAS,part803_maude,12,unmatched,,,,,,,
"ST. JUDE MEDICAL, ESI",ST JUDE MEDICAL ESI,part803_maude,12,unmatched,,,,,,,
ST. JUDE MEDICAL (CVD-PLYMOUTH),ST JUDE MEDICAL CVD PLYMOUTH,part803_maude,12,unmatched,,,,,,,
EDWARDS LIFESCIENCES DR.,EDWARDS LIFESCIENCES DR,part803_maude,12,unmatched,,,,,,,
SMITH & NEPHEW ORTHOPAEDICS LTD. UK,SMITH AND NEPHEW ORTHOPAEDICS UK,part803_maude,12,unmatched,,,,,,,
"BOSTON SCIENTIFIC CORP, IRELAND LTD",BOSTON SCIENTIFIC IRELAND,part803_maude,12,unmatched,,,,,,,
2k Innovations Inc.,2K INNOVATIONS,part806_recall,12,unmatched,,,,,,,
Fresenius Medical Care North America,FRESENIUS MEDICAL CARE NORTH AMERICA,part806_recall,12,unmatched,,,,,,,
Neurovision Medical Products Inc,NEUROVISION MEDICAL PRODUCTS,part806_recall,12,unmatched,,,,,,,
CHANGE HEALTHCARE CANADA COMPANY,CHANGE HEALTHCARE CANADA,part806_recall,12,unmatched,,,,,,,
"GE Medical Systems Ultrasound & Primary Care Diagnostics, LL",GE MEDICAL SYSTEMS ULTRASOUND AND PRIMARY CARE DIAGNOSTICS LL,part806_recall,12,unmatched,,,,,,,
