lead_sponsor_name,gvkey,start_year,end_year,note,sponsor_norm
"Vireo Systems, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,vireo systems inc
"Sonexa Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 125531 (OPEXA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,sonexa therapeutics inc
KM Clinical Research Group,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,km clinical research group
Retension Pharmaceuticals. Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,retension pharmaceuticals inc
International Biomedical Systems S.p.A.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,international biomedical systems s p a
International Stemcell Services Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 37612 (TH INTERNATIONAL LIMITED) flagged unreliable; no manual rescue available -- left UNMAPPED,international stemcell services limited
Appili Therapeutics Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 35091 (APPLIED THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,appili therapeutics inc
"Antipodean Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,antipodean pharmaceuticals inc
"Addrenex Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,addrenex pharmaceuticals inc
"Changshan ConjuChem BioPharmaceutical Research and Development (Hebei) Co., Ltd.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,changshan conjuchem biopharmaceutical research and development hebei co ltd
ASCEND Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 65033 (TRANSCEND THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ascend therapeutics
Angel Medical Systems,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,angel medical systems
"Imprimis Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,imprimis pharmaceuticals inc
Sports Medicine Research and Testing Laboratory,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,sports medicine research and testing laboratory
"Laboratorio Avi-Mex, S.A. de C.V.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 30584 (A S V INC) flagged unreliable; no manual rescue available -- left UNMAPPED,laboratorio avi-mex s a de c v
"Citizen Systems Japan Co., Ltd.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,citizen systems japan co ltd
Laurent Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,laurent pharmaceuticals inc
Ichor Medical Systems Incorporated,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ichor medical systems incorporated
"ISTO Technologies, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 14250 (NSTOR TECHNOLOGIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,isto technologies inc
LinkCare GmbH,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25062 (LINCARE HOLDINGS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,linkcare gmbh
Acist Medical Systems,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,acist medical systems
"Linno Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,linno pharmaceuticals inc
Lotus Pharmaceutical,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 165857 (ALTUS PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,lotus pharmaceutical
"Clinical Research Consultants, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,clinical research consultants inc
"Arisan Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 19458 (CARISMA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,arisan therapeutics inc
Wuhan Humanwell Innovative Drug Research and Development Center Limited Company,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,wuhan humanwell innovative drug research and development center limited company
MFB Fertility,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 29940 (MFB CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,mfb fertility
"Reven Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,reven pharmaceuticals inc
"Tr1X, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 163933 (TRX INC) flagged unreliable; no manual rescue available -- left UNMAPPED,tr1x inc
"Anza Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28209 (ANIKA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,anza therapeutics inc
Transport Pharmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 182383 (TRANSCEPT PHARMACEUTICALS) flagged unreliable; no manual rescue available -- left UNMAPPED,transport pharmaceuticals
"Zhejiang Palo Alto Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,zhejiang palo alto pharmaceuticals inc
"Pieris Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,pieris pharmaceuticals inc
Disphar International B.V.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 2582 (C V INTERNATIONAL CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,disphar international b v
Allon Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 133424 (ALLOS THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,allon therapeutics
"Pherin Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,pherin pharmaceuticals inc
"Nutrifood Research Center, Jakarta, Indonesia",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,nutrifood research center jakarta indonesia
Research Centre BIOFORM,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,research centre bioform
Dornier MedTech Systems,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,dornier medtech systems
"OcuTerra Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 18350 (OCERA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ocuterra therapeutics inc
"atai Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 150681 (OCATA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,atai therapeutics inc
Avantis Medical Systems,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,avantis medical systems
"OncXerna Theraputics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 35320 (ONCTERNAL THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,oncxerna theraputics inc
Quanta Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 61111 (SEQUANA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,quanta therapeutics
"Elios Therapeutics, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 33641 (EIDOS THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,elios therapeutics llc
"iVeena Delivery Systems, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,iveena delivery systems inc
DreamTec Research Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,dreamtec research limited
Electra Therapeutics Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 65760 (SELECT THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,electra therapeutics inc
Beijing Scitech-Mq Pharmaceuticals Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 247881 (GW PHARMACEUTICALS LIMITED) flagged unreliable; no manual rescue available -- left UNMAPPED,beijing scitech-mq pharmaceuticals limited
Atriva Therapeutics GmbH,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 23980 (ASTRIA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,atriva therapeutics gmbh
The Water Street Collective,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the water street collective
"OriCell Therapeutics Co., Ltd.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 22358 (BRIACELL THERAPEUTICS CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,oricell therapeutics co ltd
"Novita Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 21422 (VITAE PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,novita pharmaceuticals inc
Othera Pharmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 17500 (OMTHERA PHARMACEUTICALS) flagged unreliable; no manual rescue available -- left UNMAPPED,othera pharmaceuticals
"Nora Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 43287 (NEUMORA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,nora therapeutics inc
Avalyn Pharma Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 163922 (AVALON PHARMA INC) flagged unreliable; no manual rescue available -- left UNMAPPED,avalyn pharma inc
"DeRoyal Industries, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9268 (ROYAL INDUSTRIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,deroyal industries inc
"Neurologix, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 62954 (UROLOGIX INC) flagged unreliable; no manual rescue available -- left UNMAPPED,neurologix inc
Eurocor GmbH,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 62889 (UROCOR INC) flagged unreliable; no manual rescue available -- left UNMAPPED,eurocor gmbh
Auson Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,auson pharmaceuticals inc
The Immune Response Corporation,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the immune response corporation
"BioNTech Research & Development, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,biontech research and development inc
Prologue Research International,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,prologue research international
NeuroHealing Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,neurohealing pharmaceuticals inc
Biointelligent Technology Systems SL,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,biointelligent technology systems sl
Shanghai Qilu Pharmaceutical Research and Development Center LTD,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,shanghai qilu pharmaceutical research and development center ltd
siRNAgen Therapeutics Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 62632 (SIRNA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,sirnagen therapeutics inc
"Laguna Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,laguna pharmaceuticals inc
"Shape Medical Systems, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,shape medical systems inc
"K-PAX Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,k-pax pharmaceuticals inc
R W Johnson Pharmaceutical Research Institute,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,r w johnson pharmaceutical research institute
Vietstar Biomedical Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,vietstar biomedical research
"PEMF Systems, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,pemf systems inc
Lenzi Egisto S.P.A.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,lenzi egisto s p a
"Pellficure Pharmaceuticals, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,pellficure pharmaceuticals inc
Advanced Magnetic Research Institute International,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,advanced magnetic research institute international
PBM Healing International Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 37612 (TH INTERNATIONAL LIMITED) flagged unreliable; no manual rescue available -- left UNMAPPED,pbm healing international limited
Liberty Mutual Research Institute for Safety,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,liberty mutual research institute for safety
Sermonix Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,sermonix pharmaceuticals inc
"Pinteon Therapeutics, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 33664 (NEON THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,pinteon therapeutics inc
Perha Pharmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,perha pharmaceuticals
Viron Therapeutics Inc,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 65838 (SEVION THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,viron therapeutics inc
